Time,CPU Usage (%),RAM Usage
1693904638.8056614,0.0,7798817894.0028515
1693904638.8212836,42.9,7798831410.802852
1693904638.836907,33.3,7798842470.0028515
1693904638.8525312,36.4,7798876466.802852
1693904638.8681552,50.0,7798891212.402851
1693904638.8837776,100.0,7798933810.802852
1693904638.8994803,28.6,7798960025.202851
1693904638.9150922,28.6,7799159910.0028515
1693904638.9307158,20.0,7799313919.602852
1693904638.9462702,12.5,7799365119.602852
1693904638.961893,14.3,7799651430.0028515
1693904638.9775162,11.1,7800466943.602852
1693904638.9931402,28.6,7801107148.402851
1693904639.0087955,14.3,7801133772.402851
1693904639.024386,16.7,7801138687.602852
1693904639.0400105,10.0,7801147289.202851
1693904639.055633,12.5,7800954367.602852
1693904639.0712566,11.1,7800980172.402851
1693904639.08688,11.1,7800992460.402851
1693904639.1025035,12.5,7801018674.802852
1693904639.1181264,20.0,7801030553.202851
1693904639.133751,14.3,7801053900.402851
1693904639.1493733,9.1,7801116159.602852
1693904639.1649964,11.1,7801135001.202851
1693904639.1806197,25.0,7801275903.602852
1693904639.1962514,12.5,7801342668.402851
1693904639.2118669,23.1,7801443020.402851
1693904639.2274897,12.5,7801400422.0028515
1693904639.2431128,20.0,7801434009.202851
1693904639.2587364,14.3,7802014822.0028515
1693904639.2743592,14.3,7802317926.0028515
1693904639.289983,15.4,7802459647.602852
1693904639.3056064,14.3,7802960588.402851
1693904639.3212292,11.1,7803058482.802852
1693904639.3368526,14.3,7803010150.0028515
1693904639.352476,11.1,7803010150.0028515
1693904639.3681076,50.0,7802956082.802852
1693904639.383731,12.5,7802797158.0028515
1693904639.3993518,7.7,7802797158.0028515
1693904639.41497,55.6,7802809036.402851
1693904639.4305933,50.0,7802912255.602852
1693904639.4462168,37.5,7803455385.202851
1693904639.4618392,28.6,7803724902.0028515
1693904639.4774623,25.0,7804040294.0028515
1693904639.493093,18.2,7804481842.802852
1693904639.5087092,33.3,7804750130.802852
1693904639.5243323,25.0,7804662886.0028515
1693904639.5399563,40.0,7804553932.402851
1693904639.5555792,30.8,7804463820.402851
1693904639.5712025,50.0,7804657970.802852
1693904639.5868256,37.5,7804456447.602852
1693904639.602459,25.0,7804564172.402851
1693904639.6180725,40.0,7804638310.0028515
1693904639.633696,25.0,7805153586.802852
1693904639.64932,11.1,7805146214.0028515
1693904639.6649427,30.0,7805428018.802852
