Time,CPU Usage (%),RAM Usage
1693843629.956308,0.0,7801391818.511221
1693843629.9719331,37.5,7801391128.788667
1693843629.987645,40.0,7801703573.105723
1693843630.0031786,9.1,7802132580.53444
1693843630.0188012,25.0,7802792645.018818
1693843630.0345,8.3,7803474090.902375
1693843630.050124,25.0,7804310724.36063
1693843630.0657475,8.3,7804485913.889399
1693843630.0813687,20.0,7804496259.727712
1693843630.09696,16.7,7804527986.965205
1693843630.1126304,14.3,7805180464.501486
1693843630.1282496,14.3,7804932164.381971
1693843630.143788,50.0,7804920439.09855
1693843630.15948,12.5,7804953545.781152
1693843630.1751056,14.3,7804953545.781152
1693843630.19073,14.3,7804986652.463754
1693843630.206353,12.5,7804997688.024621
1693843630.2219434,14.3,7805128735.30992
1693843630.237542,12.5,7805214260.906643
1693843630.2532196,12.5,7805357723.197918
1693843630.2687757,18.2,7805821216.754346
1693843630.2844117,20.0,7805887430.11955
1693843630.3001146,12.5,7806086070.215161
1693843630.31572,7.7,7806415757.596073
1693843630.3312683,20.0,7806550943.216698
1693843630.3469863,14.3,7808403537.997301
1693843630.3625848,8.3,7808435265.234795
1693843630.3782146,25.0,7808444231.627999
1693843630.393853,14.3,7808521480.55407
1693843630.4094574,7.7,7808867721.276283
1693843630.4250834,25.0,7808638043.665731
1693843630.4407022,12.5,7808660114.787466
1693843630.4563222,11.1,7808858754.883079
1693843630.4719512,14.3,7808724258.985007
1693843630.4875708,12.5,7808746330.106742
1693843630.5031924,16.7,7808746330.106742
1693843630.5187488,14.3,7807940734.163427
1693843630.5344508,37.5,7809753325.035886
1693843630.550031,40.0,7809834712.297283
1693843630.5656188,22.2,7810000935.432847
1693843630.581241,22.2,7810154053.839881
1693843630.5968642,28.6,7810680312.148742
1693843630.6124878,25.0,7810918266.429944
1693843630.628111,33.3,7810967236.731293
1693843630.6438177,16.7,7811258299.649168
1693843630.659429,33.3,7811641095.666754
1693843630.6749818,12.5,7811750761.552873
1693843630.690684,20.0,7811817664.640632
