Time,CPU Usage (%),RAM Usage
1693844988.431581,10.0,7657331835.797504
1693844988.5116394,17.15,7702390688.463144
1693844988.5916977,14.3,7747298167.603592
1693844988.6717558,10.7,7780701258.829409
1693844988.751814,16.05,7828484834.948514
1693844988.8318722,22.5,7931166542.870774
1693844988.9119303,15.0,8016339379.712434
1693844988.991989,10.55,8025774996.1161
1693844989.0720468,15.55,8034554660.577267
1693844989.152105,14.15,8044948975.973819
1693844989.2321632,8.7,8056402906.046722
1693844989.3122215,4.55,8069875149.788855
1693844989.3922796,10.0,8090562864.8984995
1693844989.472338,18.35,8101915879.287939
1693844989.552396,15.5,8115741327.922189
1693844989.6324544,11.7,8131887837.276058
1693844989.7125125,23.3,8261514032.682588
1693844989.7925708,68.75,8405268423.773751
1693844989.8726292,62.5,8414905871.544341
1693844989.9526873,18.75,8437813731.690142
1693844990.0327456,12.5,8565017950.693591
1693844990.1128037,12.5,8742074517.32711
1693844990.192862,13.4,8815843881.9376
1693844990.27292,14.3,8821293328.844528
1693844990.3529785,23.8,8849802009.422455
1693844990.4330366,22.2,8845008514.458023
1693844990.513095,13.9,8823210726.8303
1693844990.593153,12.2,8846724081.076874
1693844990.673211,8.85,8833302295.176468
1693844990.7532694,17.5,8796468070.712955
1693844990.8333278,19.65,8796568986.39642
1693844990.913386,14.3,8805247735.174124
1693844990.9934442,19.65,8980588735.188791
1693844991.0735023,24.05,9280308315.069984
1693844991.1535606,25.200000000000003,9437282660.694628
1693844991.233619,27.950000000000003,9454135579.83273
1693844991.313677,30.95,9446617361.414833
1693844991.3937354,25.75,9447021024.14868
1693844991.4737935,29.1,9349687847.449888
1693844991.5538518,42.75,9075853140.37662
1693844991.63391,29.0,8614517093.431545
1693844991.7139685,12.5,8335636602.18519
1693844991.7940264,13.4,8356727980.028682
1693844991.8740847,12.7,8372874489.382552
1693844991.9541428,18.05,8412534352.982991
1693844992.0342011,16.65,8488776151.838291
1693844992.1142592,14.15,8557045611.700119
1693844992.1943176,20.0,8612851984.654428
1693844992.2743757,17.15,8662351127.392384
1693844992.354434,23.8,8705391666.38879
1693844992.434492,23.8,8739450709.557106
1693844992.5145504,12.15,8750500976.89616
1693844992.5946088,13.35,8748432205.385197
1693844992.674667,12.5,8756707291.429054
1693844992.7547252,16.65,8748381747.543465
1693844992.8347833,18.05,8726987622.649588
1693844992.9148417,13.9,8721538175.742657
1693844992.9948995,18.35,8716593307.253036
1693844993.074958,14.55,8714070415.166494
1693844993.1550162,21.2,8712657595.59803
1693844993.2350743,20.0,8758826520.781748
1693844993.3151326,13.35,8827247354.168768
1693844993.395191,14.15,8844806683.0911
1693844993.475249,22.9,8895415898.347134
1693844993.5553074,56.25,9012377175.479221
1693844993.6353655,57.5,9105471893.47262
1693844993.7154238,33.65,9140338262.108631
1693844993.795482,33.65,9152044481.390186
1693844993.8755405,31.1,9154365542.109806
1693844993.9555986,21.1,8750551434.737892
1693844994.0356567,20.0,8364246198.446577
1693844994.115715,15.55,8403805146.363557
1693844994.1957731,9.7,8522027869.538914
1693844994.2758317,14.15,8526114954.719112
1693844994.3558896,14.15,8430800091.689556
1693844994.435948,12.5,8425401102.624355
1693844994.516006,13.35,8427823079.027437
1693844994.5960643,12.15,8432111995.574558
1693844994.6761224,7.15,8433878020.035138
1693844994.7561808,10.0,8537266137.741629
1693844994.8362389,15.55,8637677242.786
1693844994.9162972,9.7,8645851413.146399
1693844994.9963553,10.4,8667901489.982775
1693844995.0764136,6.25,8688942409.984535
1693844995.156472,6.25,8708570510.417831
1693844995.23653,10.8,8720428103.22458
1693844995.3165884,14.55,8726129839.340164
1693844995.3966465,17.15,8737684685.096527
1693844995.4767048,12.7,8753276158.191357
1693844995.556763,10.1,8740358950.70826
1693844995.6368213,12.9,8717905211.138037
1693844995.7168794,14.6,8734102178.333637
1693844995.7969377,12.5,8730872876.462864
1693844995.8769958,11.25,8703524726.24475
1693844995.957054,12.15,8714524535.742071
1693844996.0371122,15.5,8775477608.552927
1693844996.1171706,12.9,8818921810.283178
1693844996.197229,13.95,8918374216.334665
1693844996.277287,26.05,9080091599.08201
1693844996.357345,29.15,9178080727.723303
1693844996.4374034,27.5,9230355051.756453
1693844996.5174618,31.65,9259065563.7013
1693844996.59752,27.75,9332431265.577942
1693844996.6775782,25.4,9369013200.8328
1693844996.7576363,29.3,9035890529.725792
1693844996.8376946,21.25,8636718543.793114
1693844996.9177527,14.6,8585201087.385927
1693844996.997811,23.35,8612952900.33789
1693844997.0778692,23.35,8597714632.135176
1693844997.1579275,16.7,8593930294.005363
1693844997.2379856,33.35,8595544944.94075
1693844997.318044,32.15,8586260702.062274
1693844997.398102,17.15,8581467207.097844
1693844997.4781604,15.0,8581568122.781306
1693844997.5582185,11.25,8586664364.796122
1693844997.6382768,12.5,8602659500.624798
1693844997.718335,16.25,8619007841.34559
1693844997.7983932,15.0,8630613144.943684
1693844997.8784516,11.25,8644438593.577934
1693844997.9585097,10.8,8696813833.294548
1693844998.038568,12.9,8801665228.411232
1693844998.118626,15.5,8852930395.609766
1693844998.1986845,13.4,8854898251.43727
1693844998.2787426,11.8,8944006799.933933
1693844998.358801,11.8,9008996500.083256
1693844998.438859,16.25,9005161704.111712
1693844998.518917,14.55,9040381277.639837
1693844998.5989754,11.7,9030340167.1354
1693844998.6790338,12.15,8988510616.340534
1693844998.759092,21.65,8988510616.340534
1693844998.8391502,27.75,8998804016.053625
1693844998.9192083,21.1,9122930306.711494
1693844998.9992666,26.65,9345247557.377575
1693844999.0793247,27.75,9509588747.894922
1693844999.159383,25.4,9601775224.737167
1693844999.2394414,26.8,9660962273.087446
1693844999.3194995,22.5,9700420305.320961
1693844999.3995578,28.75,9721057562.588873
1693844999.479616,31.25,9743662675.684292
1693844999.5596745,26.8,9814455027.632658
1693844999.6397324,25.4,9918852302.173769
1693844999.7197907,25.4,9993075787.359833
1693844999.7998488,25.4,10032987940.168928
1693844999.8799071,29.85,10110289353.700577
1693844999.9599652,33.05,10155449122.049679
1693845000.0400236,25.4,9952558140.449968
1693845000.1200817,19.45,9346710834.78777
1693845000.20014,14.6,8919231999.64409
1693845000.280198,13.4,8917617348.708702
1693845000.3602564,18.25,8931089592.450838
1693845000.4403143,17.35,8941988486.2647
1693845000.5203729,13.4,8949002126.265287
1693845000.6004312,13.4,8951777307.560482
1693845000.6804893,14.6,8960758803.38857
1693845000.7605476,12.9,8958235911.302029
1693845000.8406055,10.1,8946983812.596052
1693845000.920664,12.7,8948043427.272402
1693845001.0007222,17.15,8970850371.734741
1693845001.0807805,14.55,8957781790.726452
1693845001.1608386,12.9,8864535699.207859
1693845001.240897,13.9,8804894530.282005
1693845001.320955,11.8,8826692317.909729
1693845001.4010134,11.8,8943855426.40874
1693845001.4810717,11.1,9039876699.222528
1693845001.5611298,22.2,9094875746.709145
1693845001.641188,30.95,9192360296.933128
1693845001.7212462,28.6,9263606769.457075
1693845001.8013043,25.4,9329807457.807938
1693845001.881363,22.2,9394544868.748608
1693845001.961421,36.1,9461048304.149853
1693845002.041479,35.0,9620545541.86104
1693845002.1215374,25.0,9783120707.917807
1693845002.2015955,31.65,9843922407.203468
1693845002.281654,23.8,9871926509.364088
1693845002.361712,17.15,9932173172.390709
1693845002.4417703,24.3,9929751195.987629
1693845002.5218284,26.8,9726708840.862728
1693845002.6018867,18.05,9146897781.533642
1693845002.6819448,15.55,8719671235.598616
1693845002.7620032,15.55,8724515188.404778
1693845002.8420613,10.55,8725221598.189009
1693845002.9221196,13.35,8728349984.37632
1693845003.0021777,22.0,8742478180.060957
1693845003.082236,23.65,8751106470.99693
1693845003.162294,17.15,8769372209.703495
1693845003.2423525,12.15,8796720359.92161
1693845003.3224108,13.35,8836733428.414165
1693845003.402469,18.35,8894053536.620401
1693845003.4825273,16.25,8952887380.078562
1693845003.5625854,11.25,9035890529.725792
1693845003.6426437,17.5,9152649975.490957
1693845003.7227018,18.05,9193016248.87563
1693845003.80276,11.8,9182975138.371191
1693845003.8828182,18.75,9209616878.805075
1693845003.9628766,16.65,9212492975.783733
1693845004.042935,9.15,9205176588.732763
1693845004.122993,10.55,9210827867.006617
1693845004.203051,18.05,9187718175.493893
1693845004.2831094,22.5,9160571856.6427
1693845004.3631675,15.0,9162186507.578085
1693845004.443226,21.65,9163447953.621359
1693845004.523284,33.3,9372343418.387035
1693845004.6033423,27.75,9655411910.497051
1693845004.6834006,27.75,9770758536.693752
1693845004.7634587,30.3,9858050602.888107
1693845004.843517,30.3,9879343812.098518
1693845004.9235752,36.65,9854215806.916561
1693845005.0036335,38.75,9982126435.70424
1693845005.0836916,38.75,10134256828.522726
1693845005.16375,32.5,10149141891.833323
1693845005.243808,22.5,10130220201.184258
1693845005.3238664,24.3,10062505777.58147
1693845005.4039245,24.3,9896903141.020851
1693845005.4839828,16.25,9354027221.838741
1693845005.564041,12.5,8917667806.550434
1693845005.6440992,18.75,8916154071.298508
1693845005.724157,12.5,8921754891.730633
1693845005.8042157,5.55,8920392530.0039
1693845005.884274,12.7,8919736578.061398
1693845005.964332,16.25,8934016147.271225
1693845006.0443904,17.45,8946983812.596052
1693845006.1244483,15.5,8955662561.373756
1693845006.2045069,11.7,8959749646.553955
1693845006.284565,11.7,8971052203.101664
1693845006.3646233,13.4,9071866970.879883
1693845006.4446814,16.25,9208910469.020845
1693845006.5247395,15.0,9272386433.918242
1693845006.6047978,10.55,9315679262.123302
1693845006.6848562,15.55,9327789144.138706
1693845006.7649145,13.85,9319362684.569654
1693845006.8449726,11.0,9325114878.52697
1693845006.9250307,13.4,9314468273.921764
1693845007.005089,11.8,9288583401.11384
1693845007.0851471,11.8,9274202916.220552
1693845007.1652057,37.5,9273597422.119781
1693845007.2452638,43.75,9407714365.440355
1693845007.325322,25.0,9640980967.762032
