Time,CPU Usage (%),RAM Usage
1693843806.1799045,0.0,7883613143.417487
1693843806.1956005,16.7,7883806065.017488
1693843806.2111652,14.3,7884394660.217487
1693843806.226842,12.5,7886108836.217487
1693843806.2424674,12.5,7886305444.217487
1693843806.258059,16.7,7886497137.017488
1693843806.2736435,18.2,7886513111.417487
1693843806.2893424,12.5,7887485092.217487
1693843806.304978,14.3,7886452900.217487
1693843806.320582,11.1,7886130954.617487
1693843806.3362188,20.0,7886226801.017488
1693843806.3518305,7.7,7886396375.417487
1693843806.367384,14.3,7885915914.617487
1693843806.383009,33.3,7886654423.417487
1693843806.398631,42.9,7888943677.817487
1693843806.414322,14.3,7889769431.417487
1693843806.4298775,11.1,7889715364.217487
1693843806.4455004,20.0,7890123325.817487
1693843806.4611318,11.1,7890333450.617487
1693843806.476823,20.0,7890665226.617487
1693843806.4924068,10.0,7890666455.417487
1693843806.507993,20.0,7890737725.817487
1693843806.5236924,16.7,7890815140.217487
1693843806.539307,12.5,7890767217.017488
1693843806.5549304,10.0,7890679972.217487
1693843806.5705547,20.0,7890807767.417487
1693843806.5861957,10.0,7890790564.217487
1693843806.6018012,11.1,7890464932.217487
1693843806.617439,10.0,7890525143.417487
1693843806.633056,14.3,7890533745.017488
1693843806.6486814,11.1,7890515313.017488
1693843806.6642957,25.0,7891086705.017488
1693843806.679922,10.0,7891380388.217487
1693843806.695549,12.5,7891782205.817487
1693843806.7111676,10.0,7895006577.017488
1693843806.7268026,16.7,7899532247.417487
1693843806.7424192,14.3,7901071933.817487
1693843806.7580557,33.3,7904433930.617487
1693843806.7736669,6.7,7911929610.617487
1693843806.7893064,14.3,7916188631.417487
1693843806.8049128,14.3,7919596093.817487
1693843806.8205326,18.2,7921514250.617487
1693843806.8361523,25.0,7927631217.017488
1693843806.8517914,18.2,7929704202.617487
1693843806.867397,20.0,7933766615.417487
1693843806.883035,8.3,7937919959.417487
1693843806.8987112,42.9,7944213873.017488
1693843806.9142976,10.0,7945258353.017488
1693843806.9299016,16.7,7949145047.417487
1693843806.9455223,33.3,7954731172.217487
1693843806.9611464,16.7,7961262244.217487
1693843806.9767642,6.7,7962258801.017488
1693843806.9923909,10.0,7966574346.617487
1693843807.008014,14.3,7971815178.617487
1693843807.0236316,12.5,7974138839.417487
1693843807.0392685,50.0,7979079844.217487
1693843807.0548809,9.1,7983533015.417487
1693843807.0705054,11.1,7989677015.417487
1693843807.0861354,25.0,7990728868.217487
1693843807.1017528,9.1,7996061860.217487
1693843807.117376,12.5,8000743588.217487
1693843807.1330018,50.0,8006624625.017488
1693843807.1486237,12.5,8012087869.817487
1693843807.164248,16.7,8016618455.417487
1693843807.1798637,6.2,8012920996.217487
1693843807.1954875,16.7,8020310999.417487
1693843807.21111,20.0,8026182205.817487
1693843807.2267325,9.1,8031577866.617487
1693843807.2423575,14.3,8036147773.817487
1693843807.2579825,12.5,8041572925.817487
1693843807.273602,25.0,8047903703.417487
1693843807.289233,16.7,8043161764.217487
1693843807.3048494,10.0,8043196170.617487
1693843807.3204782,11.1,8043196170.617487
1693843807.3360963,50.0,8043196170.617487
1693843807.3517237,16.7,8046037156.217487
1693843807.3673432,6.2,8051549553.017488
1693843807.38297,50.0,8057134449.017488
1693843807.398764,20.0,8055207690.617487
1693843807.4142172,12.5,8056045732.217487
1693843807.4298391,12.5,8054475325.817487
1693843807.4454637,12.5,8054981591.417487
1693843807.4610834,50.0,8054318039.417487
1693843807.4767053,11.1,8054318039.417487
1693843807.49233,11.1,8054268887.417487
1693843807.507885,11.1,8054189015.417487
1693843807.523578,16.7,8054703882.617487
1693843807.5391998,14.3,8054041559.417487
1693843807.5548325,11.1,8054041559.417487
1693843807.570449,16.7,8054582231.417487
1693843807.5860727,14.3,8054193930.617487
1693843807.6016958,6.7,8054325412.217487
1693843807.6173196,11.1,8054278717.817487
1693843807.6329527,20.0,8054566257.017488
1693843807.6485617,20.0,8054652273.017488
1693843807.664194,14.3,8055608279.417487
1693843807.6798136,7.1,8055847895.417487
1693843807.695433,33.3,8055870013.817487
1693843807.7110589,7.1,8055072522.617487
1693843807.72668,25.0,8055129047.417487
1693843807.7423184,8.3,8055290020.217487
1693843807.7579265,16.7,8055270359.417487
1693843807.7735517,10.0,8055480484.217487
1693843807.7891724,20.0,8055545610.617487
1693843807.804805,14.3,8055808573.817487
1693843807.8203516,8.3,8055835607.417487
1693843807.8360424,50.0,8056474583.417487
1693843807.8516777,11.1,8056007639.417487
1693843807.8672895,11.1,8056044503.417487
1693843807.8829129,11.1,8056082596.217487
1693843807.898541,12.5,8056241111.417487
1693843807.9141686,9.1,8056275517.817487
1693843807.9297934,20.0,8056124375.417487
1693843807.9454172,33.3,8056058020.217487
1693843807.9610453,12.5,8056058020.217487
1693843807.976585,15.4,8057512919.417487
1693843807.992278,10.0,8056297636.217487
1693843808.007905,11.1,8055638999.417487
1693843808.0235329,25.0,8055599677.817487
1693843808.0391452,10.0,8056144036.217487
1693843808.054771,16.7,8055486628.217487
1693843808.0703926,25.0,8055425188.217487
1693843808.0860257,7.7,8055425188.217487
1693843808.1016426,12.5,8055404298.617487
1693843808.1172798,9.1,8056098570.617487
1693843808.132888,14.3,8055464509.817487
1693843808.1485145,20.0,8055476797.817487
1693843808.1641407,16.7,8055512433.017488
1693843808.179762,9.1,8055549297.017488
1693843808.195381,25.0,8055549297.017488
1693843808.2110102,6.7,8055656202.617487
1693843808.226637,20.0,8056314839.417487
1693843808.2422564,11.1,8055716413.817487
1693843808.2578793,11.1,8055842980.217487
1693843808.2735076,33.3,8055926538.617487
1693843808.2891314,16.7,8056620810.617487
1693843808.3047483,9.1,8056871485.817487
1693843808.320381,7.7,8057584189.817487
1693843808.3359208,25.0,8056505303.417487
1693843808.351611,16.7,8038182666.617487
1693843808.3672457,10.0,8018401444.217487
1693843808.382867,42.9,8010703012.217487
1693843808.3984587,25.0,7990814884.217487
1693843808.4141035,7.7,7971241329.017488
1693843808.4297276,25.0,7951436759.417487
1693843808.4453528,11.1,7930667581.817487
1693843808.460987,14.3,7918941143.417487
1693843808.4766116,11.1,7904268042.617487
1693843808.4922397,11.1,7905566884.217487
1693843808.507845,10.0,7909655101.817487
1693843808.5234816,20.0,7912632484.217487
1693843808.5390906,11.1,7920456253.817487
1693843808.5547135,11.1,7924383498.617487
1693843808.5703435,12.5,7929371197.817487
1693843808.585966,11.1,7931621130.617487
1693843808.6015835,12.5,7937767588.217487
1693843808.617215,12.5,7942432113.017488
1693843808.632841,14.3,7943477821.817487
1693843808.648468,12.5,7950586429.817487
1693843808.6640842,11.1,7956423229.817487
1693843808.6797252,12.5,7960542167.417487
1693843808.6953254,12.5,7959632855.417487
1693843808.710951,12.5,7967021629.817487
1693843808.7265804,14.3,7972747837.817487
1693843808.7421656,14.3,7977389015.417487
1693843808.7578375,25.0,7982870692.217487
