Time,CPU Usage (%),RAM Usage
1693912298.6488929,25.0,7919502684.711813
1693912298.664583,16.7,7920616796.711813
1693912298.6802166,16.7,7925790044.711813
1693912298.6957946,10.0,7927137628.711813
1693912298.7114573,20.0,7930803548.711813
1693912298.7270834,25.0,7936283996.711813
1693912298.7427,20.0,7939573084.711813
1693912298.758329,12.5,7935280476.711813
1693912298.7738786,27.3,7934260572.711813
1693912298.7895117,20.0,7934457180.711813
1693912298.8051925,11.1,7934518620.711813
1693912298.820748,14.3,7934432604.711813
1693912298.8364234,12.5,7933891932.711813
1693912298.8519964,22.2,7934391644.711813
1693912298.8676183,14.3,7934260572.711813
1693912298.8832428,20.0,7934621020.711813
1693912298.898908,14.3,7935083868.711813
1693912298.9145572,12.5,7935325532.711813
1693912298.9301925,12.5,7935477084.711813
1693912298.9458032,20.0,7936382300.711813
1693912298.9614382,10.0,7942124892.711813
1693912298.9770565,11.1,7945917788.711813
1693912298.9926815,14.3,7948838236.711813
1693912299.008304,16.7,7951910236.711813
1693912299.0239272,9.1,7951054172.711813
1693912299.0395522,16.7,7951119708.711813
1693912299.0551667,11.1,7951119708.711813
1693912299.0707953,9.1,7944975708.711813
1693912299.0864177,16.7,7934535004.711813
1693912299.1020374,20.0,7934600540.711813
1693912299.1175914,38.5,7936423260.711813
1693912299.1332915,33.3,7958218076.711813
1693912299.148913,25.0,7967176028.711813
1693912299.1645377,33.3,7977403740.711813
1693912299.1801531,20.0,8001013084.711813
1693912299.195712,37.5,8013677916.711813
1693912299.211335,20.0,8024270172.711813
1693912299.226958,25.0,8043070812.711813
1693912299.2425826,33.3,8057058652.711813
1693912299.258205,28.6,8064357724.711813
1693912299.2738414,27.3,8078468444.711813
1693912299.289528,33.3,8094610780.711813
1693912299.3051422,20.0,8105375068.711813
1693912299.320763,40.0,8105059676.711813
1693912299.3363876,18.2,8109049180.711813
1693912299.3520143,33.3,8122733916.711813
1693912299.367566,22.2,8140223836.711813
1693912299.3832572,14.3,8152520028.711813
1693912299.3988466,25.0,8162342236.711813
1693912299.4145043,25.0,8178546012.711813
1693912299.4300697,25.0,8194688348.711813
1693912299.4457686,25.0,8206595420.711813
1693912299.4613776,25.0,8216225116.711813
1693912299.4770167,25.0,8232973660.711813
1693912299.4926314,25.0,8240768348.711813
1693912299.5082538,25.0,8243115356.711813
1693912299.5238714,25.0,8241206620.711813
1693912299.5395098,25.0,8241399132.711813
1693912299.5550494,25.0,8242971996.711813
1693912299.5706751,20.0,8240715100.711813
1693912299.5863614,33.3,8241182044.711813
1693912299.6019952,22.2,8241325404.711813
1693912299.617612,33.3,8241640796.711813
1693912299.6331637,44.4,8242537820.711813
1693912299.6488547,33.3,8243332444.711813
1693912299.6644864,20.0,8243295580.711813
1693912299.680031,30.0,8243295580.711813
1693912299.69569,37.5,8250639708.711813
1693912299.711279,50.0,8266343772.711813
1693912299.726971,37.5,8275490140.711813
1693912299.7425268,28.6,8281212252.711813
