Time,CPU Usage (%),RAM Usage
1693843529.2112358,0.0,5849387008
1693843529.2268596,40.0,5849444352
1693843529.2424812,11.1,5850378240
1693843529.2581036,14.3,5851738112
1693843529.2737634,12.5,5852471296
1693843529.2893498,11.1,5854412800
1693843529.3049738,11.1,5863051264
1693843529.320597,11.1,5862445056
1693843529.3362207,25.0,5862522880
1693843529.351844,25.0,5876740096
1693843529.3674672,25.0,5877346304
1693843529.3830907,7.7,5874946048
1693843529.3987136,14.3,5875142656
1693843529.4143364,10.0,5875048448
1693843529.4299603,25.0,5875044352
1693843529.4455836,11.1,5874933760
1693843529.4612164,25.0,5875593216
1693843529.476831,0.0,5875392512
1693843529.4924536,10.0,5876092928
1693843529.5080771,16.7,5876289536
1693843529.5237002,16.7,5876998144
1693843529.539325,7.7,5876953088
1693843529.5549467,16.7,5877526528
1693843529.5705698,33.3,5884571648
1693843529.5861928,8.3,5885345792
1693843529.6018164,7.7,5886066688
1693843529.6174397,20.0,5887447040
1693843529.633063,20.0,5887729664
1693843529.6486864,10.0,5881782272
1693843529.6643093,11.1,5881884672
1693843529.6803274,11.1,5880782848
1693843529.6963272,10.0,5881143296
1693843529.7212236,9.1,5881200640
1693843529.7368476,38.5,5881851904
1693843529.7525043,37.5,5881499648
1693843529.7680936,50.0,5882290176
1693843529.7837164,33.3,5882560512
1693843529.7993476,33.3,5882650624
1693843529.814964,14.3,5882671104
1693843529.8306558,40.0,5882359808
1693843529.846254,37.5,5882802176
1693843529.8619063,16.7,5882908672
1693843529.8775272,16.7,5882957824
1693843529.89308,37.5,5882675200
1693843529.9087057,100.0,5886709760
1693843529.924327,75.0,5892096000
1693843529.9399512,62.5,5895991296
1693843529.9555738,62.5,5900247040
1693843529.9711974,50.0,5905104896
1693843529.986821,60.0,5904195584
1693843530.0024443,27.3,5906034688
1693843530.0180662,33.3,5901508608
1693843530.0336897,0.0,5904121856
1693843530.0493126,0.0,5904273408
1693843530.0650227,0.0,5904605184
1693843530.0805602,0.0,5904855040
1693843530.0962205,0.0,5904793600
1693843530.111808,37.5,5906378752
1693843530.1274312,75.0,5908017152
1693843530.143053,75.0,5910310912
1693843530.1586761,50.0,5912395776
1693843530.1743002,80.0,5912395776
1693843530.1899226,20.0,5912395776
1693843530.2055452,20.0,5912109056
1693843530.2211688,8.3,5911912448
1693843530.2367914,25.0,5911883776
1693843530.2524142,16.7,5911949312
1693843530.2680373,9.1,5911957504
1693843530.283661,20.0,5911957504
1693843530.2992845,7.1,5911957504
1693843530.3149073,20.0,5911957504
1693843530.330531,11.1,5912612864
1693843530.3461552,25.0,5918855168
1693843530.3617783,11.1,5918855168
1693843530.377401,25.0,5918855168
